typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,isAltQtyEstimated,netWgt,isNetWgtEstimated,isGrossWgtEstimated,fobvalue,legacyEstimationFlag,isReported,isAggregate
C,A,20170101,2017,52,2017,380,ITA,Italy,DX,Domestic Export,12,DZA,Algeria,0,W00,World,H5,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,237.014,False,15,False,237.0,False,False,9843256.235,0,True,False
C,A,20170101,2017,52,2017,380,ITA,Italy,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,237.014,False,15,False,237.0,False,False,9843256.235,0,True,False
C,A,20170101,2017,52,2017,724,ESP,Spain,DX,Domestic Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,-1,Not Reported,0.0,False,15,False,2.0,False,False,5703.68,0,False,True
C,A,20170101,2017,52,2017,724,ESP,Spain,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,-1,Not Reported,0.0,False,15,False,2.0,False,False,5703.68,0,False,True
C,A,20170101,2017,52,2017,724,ESP,Spain,DX,Domestic Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C00,TOTAL CPC,0,2100,Sea,-1,Not Reported,0.0,False,15,False,2.0,False,False,5703.68,0,False,True
C,A,20170101,2017,52,2017,724,ESP,Spain,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C00,TOTAL CPC,0,2100,Sea,-1,Not Reported,0.0,False,15,False,2.0,False,False,5703.68,0,False,True
C,A,20170101,2017,52,2017,724,ESP,Spain,DX,Domestic Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C03,Outright exportation,0,0,TOTAL MOT,-1,Not Reported,0.0,False,15,False,2.0,False,False,5703.68,0,False,True
C,A,20170101,2017,52,2017,724,ESP,Spain,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C03,Outright exportation,0,0,TOTAL MOT,-1,Not Reported,0.0,False,15,False,2.0,False,False,5703.68,0,False,True
C,A,20170101,2017,52,2017,724,ESP,Spain,DX,Domestic Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C03,Outright exportation,0,2100,Sea,-1,Not Reported,0.0,False,15,False,2.0,False,False,5703.68,0,False,True
C,A,20170101,2017,52,2017,724,ESP,Spain,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C03,Outright exportation,0,2100,Sea,-1,Not Reported,0.0,False,15,False,2.0,False,False,5703.68,0,False,True
C,A,20180101,2018,52,2018,251,FRA,France,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,4.674,True,-1,False,4.674,True,False,814337.275,6,False,True
C,A,20180101,2018,52,2018,251,FRA,France,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C00,TOTAL CPC,0,1000,Air,8,kg,0.6,False,15,False,0.6,False,False,708148.947,0,False,True
C,A,20180101,2018,52,2018,251,FRA,France,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C00,TOTAL CPC,0,2100,Sea,8,kg,4.074,True,-1,False,4.074,True,False,106188.328,6,False,True
C,A,20180101,2018,52,2018,251,FRA,France,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,0.805,True,-1,False,0.805,True,False,31366.362,6,False,True
C,A,20180101,2018,52,2018,251,FRA,France,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0,1000,Air,8,kg,0.805,True,-1,False,0.805,True,False,31366.362,6,False,True
C,A,20180101,2018,52,2018,276,DEU,Germany,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,0.018,False,15,False,0.018,False,False,1663.616,0,False,True
C,A,20180101,2018,52,2018,276,DEU,Germany,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C00,TOTAL CPC,0,1000,Air,8,kg,0.018,False,15,False,0.018,False,False,1663.616,0,False,True
C,A,20180101,2018,52,2018,276,DEU,Germany,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C03,Outright exportation,0,0,TOTAL MOT,8,kg,0.018,False,15,False,0.018,False,False,1663.616,0,False,True
C,A,20180101,2018,52,2018,276,DEU,Germany,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C03,Outright exportation,0,1000,Air,8,kg,0.018,False,15,False,0.018,False,False,1663.616,0,False,True
C,A,20190101,2019,52,2019,208,DNK,Denmark,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,6.131,False,15,False,6.0,False,False,121209.475,0,True,False
C,A,20190101,2019,52,2019,251,FRA,France,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,744.0,False,8,False,744.0,False,False,23572439.155,0,False,True
C,A,20190101,2019,52,2019,251,FRA,France,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C00,TOTAL CPC,0,1000,Air,8,kg,744.0,False,8,False,744.0,False,False,23572439.155,0,False,True
C,A,20190101,2019,52,2019,251,FRA,France,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1.0,False,8,False,1.0,False,False,14219.287,0,False,True
C,A,20190101,2019,52,2019,251,FRA,France,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0,1000,Air,8,kg,1.0,False,8,False,1.0,False,False,14219.287,0,False,True
C,A,20190101,2019,52,2019,276,DEU,Germany,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,0.05,False,15,False,0.05,False,False,2403.618,0,False,True
C,A,20190101,2019,52,2019,276,DEU,Germany,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C00,TOTAL CPC,0,1000,Air,8,kg,0.05,False,15,False,0.05,False,False,2403.618,0,False,True
C,A,20190101,2019,52,2019,276,DEU,Germany,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C03,Outright exportation,0,0,TOTAL MOT,8,kg,0.05,False,15,False,0.05,False,False,2403.618,0,False,True
C,A,20190101,2019,52,2019,276,DEU,Germany,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C03,Outright exportation,0,1000,Air,8,kg,0.05,False,15,False,0.05,False,False,2403.618,0,True,False
C,A,20190101,2019,52,2019,380,ITA,Italy,DX,Domestic Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,82.0,False,15,False,82.0,False,False,1568271.043,0,True,False
C,A,20190101,2019,52,2019,380,ITA,Italy,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,82.0,False,15,False,82.0,False,False,1568271.043,0,True,False
C,A,20190101,2019,52,2019,380,ITA,Italy,DX,Domestic Export,12,DZA,Algeria,0,W00,World,H5,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,35.0,False,15,False,35.0,False,False,1113363.724,0,True,False
C,A,20190101,2019,52,2019,380,ITA,Italy,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,35.0,False,15,False,35.0,False,False,1113363.724,0,True,False
C,A,20190101,2019,52,2019,724,ESP,Spain,DX,Domestic Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,10.3,False,15,False,10.3,False,False,55453.496,0,False,True
C,A,20190101,2019,52,2019,724,ESP,Spain,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,10.3,False,15,False,10.3,False,False,55453.496,0,False,True
C,A,20190101,2019,52,2019,724,ESP,Spain,DX,Domestic Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C00,TOTAL CPC,0,1000,Air,8,kg,6.3,False,15,False,6.3,False,False,31529.308,0,False,True
C,A,20190101,2019,52,2019,724,ESP,Spain,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C00,TOTAL CPC,0,1000,Air,8,kg,6.3,False,15,False,6.3,False,False,31529.308,0,False,True
C,A,20190101,2019,52,2019,724,ESP,Spain,DX,Domestic Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C00,TOTAL CPC,0,2100,Sea,8,kg,4.0,False,15,False,4.0,False,False,23924.188,0,False,True
C,A,20190101,2019,52,2019,724,ESP,Spain,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C00,TOTAL CPC,0,2100,Sea,8,kg,4.0,False,15,False,4.0,False,False,23924.188,0,False,True
C,A,20190101,2019,52,2019,724,ESP,Spain,DX,Domestic Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C03,Outright exportation,0,0,TOTAL MOT,8,kg,10.3,False,15,False,10.3,False,False,55453.496,0,False,True
C,A,20190101,2019,52,2019,724,ESP,Spain,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C03,Outright exportation,0,0,TOTAL MOT,8,kg,10.3,False,15,False,10.3,False,False,55453.496,0,False,True
C,A,20190101,2019,52,2019,724,ESP,Spain,DX,Domestic Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C03,Outright exportation,0,1000,Air,8,kg,6.3,False,15,False,6.3,False,False,31529.308,0,False,True
C,A,20190101,2019,52,2019,724,ESP,Spain,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C03,Outright exportation,0,1000,Air,8,kg,6.3,False,15,False,6.3,False,False,31529.308,0,False,True
C,A,20190101,2019,52,2019,724,ESP,Spain,DX,Domestic Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C03,Outright exportation,0,2100,Sea,8,kg,4.0,False,15,False,4.0,False,False,23924.188,0,False,True
C,A,20190101,2019,52,2019,724,ESP,Spain,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C03,Outright exportation,0,2100,Sea,8,kg,4.0,False,15,False,4.0,False,False,23924.188,0,False,True
C,A,20200101,2020,52,2020,251,FRA,France,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,710811,"Metals; gold, non-monetary, powder",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,111.4,False,15,False,110.0,False,False,6581382.466,0,True,False
C,A,20200101,2020,52,2020,251,FRA,France,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,80.0,False,15,False,80.0,False,False,4875456.773,0,True,False
C,A,20200101,2020,52,2020,276,DEU,Germany,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,0.062,False,15,False,0.062,False,False,1534.378,0,False,True
C,A,20200101,2020,52,2020,276,DEU,Germany,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C00,TOTAL CPC,0,1000,Air,8,kg,0.062,False,15,False,0.062,False,False,1534.378,0,False,True
C,A,20200101,2020,52,2020,276,DEU,Germany,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C03,Outright exportation,0,0,TOTAL MOT,8,kg,0.062,False,15,False,0.062,False,False,1534.378,0,False,True
C,A,20200101,2020,52,2020,276,DEU,Germany,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C03,Outright exportation,0,1000,Air,8,kg,0.062,False,15,False,0.062,False,False,1534.378,0,False,True
C,A,20200101,2020,52,2020,792,TUR,Türkiye,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,0.01,False,15,False,1.0,False,False,576.0,0,False,True
C,A,20200101,2020,52,2020,792,TUR,Türkiye,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C00,TOTAL CPC,0,2100,Sea,8,kg,0.01,False,15,False,1.0,False,False,576.0,0,False,True
C,A,20200101,2020,52,2020,792,TUR,Türkiye,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C03,Outright exportation,0,0,TOTAL MOT,8,kg,0.01,False,15,False,1.0,False,False,576.0,0,False,True
C,A,20200101,2020,52,2020,792,TUR,Türkiye,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C03,Outright exportation,0,2100,Sea,8,kg,0.01,False,15,False,1.0,False,False,576.0,0,False,True
C,A,20210101,2021,52,2021,56,BEL,Belgium,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,-1,Not Reported,0.0,False,8,False,0.0,False,False,75.199,0,True,False
C,A,20210101,2021,52,2021,251,FRA,France,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,105.0,False,15,False,105.0,False,False,6174541.915,0,True,False
C,A,20210101,2021,52,2021,251,FRA,France,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,0.1,False,15,False,4.0,False,False,8735.72,0,True,False
C,A,20210101,2021,52,2021,276,DEU,Germany,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,0.037,False,15,False,0.037,False,False,1306.831,0,False,True
C,A,20210101,2021,52,2021,276,DEU,Germany,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C00,TOTAL CPC,0,1000,Air,8,kg,0.037,False,15,False,0.037,False,False,1306.831,0,False,True
C,A,20210101,2021,52,2021,276,DEU,Germany,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C03,Outright exportation,0,0,TOTAL MOT,8,kg,0.037,False,15,False,0.037,False,False,1306.831,0,False,True
C,A,20210101,2021,52,2021,276,DEU,Germany,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C03,Outright exportation,0,1000,Air,8,kg,0.037,False,15,False,0.037,False,False,1306.831,0,False,True
C,A,20210101,2021,52,2021,724,ESP,Spain,DX,Domestic Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,14.72,False,15,False,21.15,False,False,153869.819,0,False,True
C,A,20210101,2021,52,2021,724,ESP,Spain,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,14.72,False,15,False,21.15,False,False,153869.819,0,False,True
C,A,20210101,2021,52,2021,724,ESP,Spain,DX,Domestic Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C00,TOTAL CPC,0,1000,Air,8,kg,11.12,False,15,False,17.55,False,False,133929.101,0,False,True
C,A,20210101,2021,52,2021,724,ESP,Spain,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C00,TOTAL CPC,0,1000,Air,8,kg,11.12,False,15,False,17.55,False,False,133929.101,0,False,True
C,A,20210101,2021,52,2021,724,ESP,Spain,DX,Domestic Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C00,TOTAL CPC,0,2100,Sea,8,kg,3.6,False,15,False,3.6,False,False,19940.718,0,False,True
C,A,20210101,2021,52,2021,724,ESP,Spain,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C00,TOTAL CPC,0,2100,Sea,8,kg,3.6,False,15,False,3.6,False,False,19940.718,0,False,True
C,A,20210101,2021,52,2021,724,ESP,Spain,DX,Domestic Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C03,Outright exportation,0,0,TOTAL MOT,8,kg,14.72,False,15,False,21.15,False,False,153869.819,0,False,True
C,A,20210101,2021,52,2021,724,ESP,Spain,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C03,Outright exportation,0,0,TOTAL MOT,8,kg,14.72,False,15,False,21.15,False,False,153869.819,0,False,True
C,A,20210101,2021,52,2021,724,ESP,Spain,DX,Domestic Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C03,Outright exportation,0,1000,Air,8,kg,11.12,False,15,False,17.55,False,False,133929.101,0,False,True
C,A,20210101,2021,52,2021,724,ESP,Spain,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C03,Outright exportation,0,1000,Air,8,kg,11.12,False,15,False,17.55,False,False,133929.101,0,False,True
C,A,20210101,2021,52,2021,724,ESP,Spain,DX,Domestic Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C03,Outright exportation,0,2100,Sea,8,kg,3.6,False,15,False,3.6,False,False,19940.718,0,False,True
C,A,20210101,2021,52,2021,724,ESP,Spain,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C03,Outright exportation,0,2100,Sea,8,kg,3.6,False,15,False,3.6,False,False,19940.718,0,False,True
C,A,20210101,2021,52,2021,792,TUR,Türkiye,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,0.034,False,15,False,2.0,False,False,2317.0,0,False,True
